http://www.thetoystore.com/uae/step-2-carousel-pony-blue,4.5000,STEP 2,Boys,12 Months +,47.6x86.4x28.6 CM,*Contoured seat,hand holds and foot rest make rocking comfortable and fun.*Fully assembled,ready to rock!*Contoured seat,hand holds and foot rest make rocking comfortable and fun.*Fully assembled,ready to rock!*Contoured seat,hand holds and foot rest make rocking comfortable and fun.*Fully assembled,ready to rock!
http://www.thetoystore.com/uae/step-2-carousel-pony-blue,4.5000,STEP 2,Boys,12 Months +,47.6x86.4x28.6 CM,*Contoured seat,hand holds and foot rest make rocking comfortable and fun.*Fully assembled,ready to rock!*Contoured seat,hand holds and foot rest make rocking comfortable and fun.*Fully assembled,ready to rock!*Contoured seat,hand holds and foot rest make rocking comfortable and fun.*Fully assembled,ready to rock!
http://www.thetoystore.com/uae/step-2-carousel-pony-blue,4.5000,STEP 2,Boys,12 Months +,47.6x86.4x28.6 CM,*Contoured seat,hand holds and foot rest make rocking comfortable and fun.*Fully assembled,ready to rock!*Contoured seat,hand holds and foot rest make rocking comfortable and fun.*Fully assembled,ready to rock!*Contoured seat,hand holds and foot rest make rocking comfortable and fun.*Fully assembled,ready to rock!
